MODEL,CreatedDate
AVANTE 1.6 DCT HYBRID ELITE (S/R),17/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),17/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),17/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD 77KWH,17/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,17/06/2024
KONA 1.6 DCT GL HYBRID,17/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),17/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,18/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,18/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,18/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,18/06/2024
KONA 1.6 DCT GL HYBRID,18/06/2024
KONA ELECTRIC S/R,18/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,19/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,19/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),19/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),19/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,19/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),19/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),19/06/2024
KONA ELECTRIC,19/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",20/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),21/06/2024
KONA 1.6 DCT GL HYBRID (PHV),21/06/2024
KONA 1.6 DCT GL HYBRID (PHV),21/06/2024
KONA 1.6 DCT GL HYBRID (PHV),21/06/2024
KONA 1.6 DCT GL HYBRID (PHV),21/06/2024
KONA 1.6 DCT GL HYBRID (PHV),21/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,22/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,22/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,22/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),23/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,23/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),23/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),24/06/2024
IONIQ 5N ELECTRIC AWD,25/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),25/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/06/2024
KONA ELECTRIC S/R,25/06/2024
KONA ELECTRIC S/R,26/06/2024
KONA 1.6 DCT GL HYBRID,26/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),26/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",27/06/2024
KONA 1.6 DCT GL HYBRID,28/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/06/2024
KONA 1.6 DCT GL HYBRID,28/06/2024
KONA ELECTRIC S/R,28/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),28/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,28/06/2024
KONA ELECTRIC S/R,28/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/06/2024
KONA ELECTRIC S/R,28/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,29/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,29/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,29/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),29/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,29/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,29/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,29/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),29/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,29/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),29/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),29/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,29/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,29/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/06/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,30/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,30/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,30/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,30/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/06/2024
KONA ELECTRIC S/R (LONG RANGE),30/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,30/06/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,30/06/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,30/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,30/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/06/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/06/2024
KONA ELECTRIC,30/06/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,30/06/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,30/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/06/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/06/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,01/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,01/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/07/2024
KONA 1.6 DCT GL HYBRID,01/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,01/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,02/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,02/07/2024
KONA ELECTRIC,02/07/2024
KONA 1.6 DCT GL HYBRID,03/07/2024
KONA 1.6 DCT GL HYBRID,03/07/2024
KONA 1.6 DCT GL HYBRID,03/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,03/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),03/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",03/07/2024
IONIQ 5N ELECTRIC AWD,04/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),04/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,04/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,05/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),05/07/2024
IONIQ 5N ELECTRIC AWD,05/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),06/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,06/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,06/07/2024
IONIQ 5 ELECTRIC INSPIRATION AWD,06/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,06/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,06/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,07/07/2024
KONA 1.6 DCT GL HYBRID,07/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,07/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),07/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,07/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,07/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,07/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,07/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,08/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,09/07/2024
KONA ELECTRIC,09/07/2024
IONIQ 5N ELECTRIC AWD,09/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),09/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,09/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,10/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",11/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),11/07/2024
STARIA 3.5 AUTO (S/R),11/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),12/07/2024
KONA 1.6 DCT GL HYBRID,12/07/2024
KONA 1.6 DCT GL HYBRID,12/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),12/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,12/07/2024
KONA 1.6 DCT GL HYBRID,13/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,13/07/2024
KONA ELECTRIC,13/07/2024
IONIQ 5 ELECTRIC EXCLUSIVE 2WD,13/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,13/07/2024
KONA ELECTRIC S/R,13/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),13/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),13/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),14/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,14/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,14/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),14/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,14/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/07/2024
KONA ELECTRIC S/R,15/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),15/07/2024
KONA ELECTRIC S/R,15/07/2024
KONA 1.6 DCT GL HYBRID,15/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,15/07/2024
KONA ELECTRIC,15/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),15/07/2024
KONA ELECTRIC,15/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,15/07/2024
KONA 1.6 DCT GL HYBRID,16/07/2024
KONA 1.6 DCT GL HYBRID,16/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),16/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),16/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,17/07/2024
"AVANTE 1.6 DCT HYBRID ""S""",17/07/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,17/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,20/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,21/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,21/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,21/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),21/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,22/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),22/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,23/07/2024
KONA ELECTRIC,23/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),24/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
KONA 1.6 DCT GL HYBRID (PHV),25/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",25/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,25/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),25/07/2024
KONA ELECTRIC S/R,25/07/2024
KONA ELECTRIC S/R,25/07/2024
KONA ELECTRIC S/R,25/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,26/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,27/07/2024
KONA ELECTRIC,27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
KONA 1.6 DCT GL HYBRID,27/07/2024
KONA ELECTRIC,27/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,27/07/2024
IONIQ 6 ELECTRIC EXCLUSIVE 2WD,27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),27/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,27/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),28/07/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,28/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,28/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD 77KWH,28/07/2024
KONA 1.6 DCT GL HYBRID,28/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),29/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,29/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD 77KWH,29/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,29/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/07/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),30/07/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,30/07/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,30/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),30/07/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 6-SEATER,31/07/2024
KONA 1.6 DCT HYBRID ELITE (S/R),31/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",31/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",31/07/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",31/07/2024
KONA 1.6 DCT GL HYBRID,31/07/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,31/07/2024
KONA 1.6 DCT GL HYBRID,02/08/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,02/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),02/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),03/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,03/08/2024
KONA ELECTRIC,03/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),03/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),03/08/2024
IONIQ 6 ELECTRIC EXCLUSIVE 2WD,03/08/2024
KONA 1.6 DCT GL HYBRID,03/08/2024
KONA 1.6 DCT GL HYBRID,04/08/2024
KONA 1.6 DCT GL HYBRID,04/08/2024
KONA 1.6 DCT GL HYBRID,04/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,04/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),04/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,04/08/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,04/08/2024
IONIQ 6 ELECTRIC INSPIRATION AWD,04/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,04/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),04/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),05/08/2024
KONA ELECTRIC S/R (LONG RANGE),05/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD 77KWH,05/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
KONA 1.6 DCT GL HYBRID,06/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),06/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,06/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),06/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,06/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,07/08/2024
IONIQ 6 ELECTRIC PRESTIGE 2WD,07/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",07/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
AVANTE 1.6 DCT HYBRID ELITE (S/R),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
KONA 1.6 DCT GL HYBRID (PHV),08/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,09/08/2024
SANTA FE 1.6 TURBO HYBRID (S/R) 7-SEATER,09/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,11/08/2024
SANTA FE 1.6 TURBO HYBRID 7-SEATER,12/08/2024
KONA 1.6 DCT HYBRID ELITE (S/R),12/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,13/08/2024
IONIQ 5 ELECTRIC PRESTIGE 2WD,14/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
"AVANTE 1.6 DCT HYBRID ""S"" (PHV)",15/08/2024
